# RAG评测 Chunk ID 映射表（全123题）
# 生成时间: 2026-07-04
# 切分策略: 递归字符拆分
# kb_id=2: JUC(24) | kb_id=3: JVM(22) | kb_id=4: Redis(19) | kb_id=5: RocketMQ(16)

# ===== JUC (kb_id=2) =====
QJUC-01  525c649f-6886-4399-b43c-8e360876cbe7
QJUC-02  5316dd59-f3b6-4054-b12b-842792905204
QJUC-03  2aa8affc-3eaa-4560-b98e-9eea8b30462a
QJUC-04  2aa8affc-3eaa-4560-b98e-9eea8b30462a
QJUC-05  86dbdcf9-2a6c-41b6-b375-3ff0056506ae
QJUC-06  a8cc8bf3-5b5f-4f7c-afe9-f0b818ee786b
QJUC-07  e264ea28-6994-4a12-9743-512a5b8796bf
QJUC-08  d2a91f80-cacb-40e4-a249-11bbbbe0768b
QJUC-09  fe247a71-ec01-4828-bd26-03d40b9153da
QJUC-10  fe247a71-ec01-4828-bd26-03d40b9153da
QJUC-11  54616bfb-288b-4721-8816-5d6b52d45cab
QJUC-12  054bb42f-bce9-40af-95fa-907fd5a01fdf
QJUC-13  bc142bc8-0baf-4fe2-ab8f-cc5f2fb0b475
QJUC-14  32c89a1e-b972-40d3-8005-9bad2252c25a
QJUC-15  593630c1-6d82-4639-904e-ea302d78fe53
QJUC-16  3974b399-0932-4ad8-9f4b-79d419118675
QJUC-17  3c6cd339-0f64-4b9c-97b8-ebdc983727c0
QJUC-18  ac1854da-6657-4079-acb0-7ff93915eaf2
QJUC-M1  d2a91f80-cacb-40e4-a249-11bbbbe0768b,a8cc8bf3-5b5f-4f7c-afe9-f0b818ee786b,e264ea28-6994-4a12-9743-512a5b8796bf
QJUC-M2  3c6cd339-0f64-4b9c-97b8-ebdc983727c0,3974b399-0932-4ad8-9f4b-79d419118675,874a79bd-4606-423d-bc97-103af99d4695
QJUC-M3  881c2586-da04-47e0-9aa0-a38b252dc7a6,bc142bc8-0baf-4fe2-ab8f-cc5f2fb0b475
QJUC-M4  bc142bc8-0baf-4fe2-ab8f-cc5f2fb0b475,881c2586-da04-47e0-9aa0-a38b252dc7a6
QJUC-M5  593630c1-6d82-4639-904e-ea302d78fe53,3974b399-0932-4ad8-9f4b-79d419118675,3c6cd339-0f64-4b9c-97b8-ebdc983727c0
QJUC-R1  d2a91f80-cacb-40e4-a249-11bbbbe0768b
QJUC-R2  32c89a1e-b972-40d3-8005-9bad2252c25a
QJUC-R3  ac1854da-6657-4079-acb0-7ff93915eaf2

# ===== JVM (kb_id=3) =====
QJVM-01  42c63418-4a69-4318-9a14-5154db9d0346
QJVM-02  42c63418-4a69-4318-9a14-5154db9d0346
QJVM-03  dbd8c10d-5a69-425e-a791-d5887b5a4e45
QJVM-04  daab8052-4d35-4c3c-9c6c-0b248b8cbd89
QJVM-05  1780323e-2079-48b4-a3fd-2cfb4a3c1e82
QJVM-06  8ea86c53-8911-4a45-b0d0-8e53ad04387d
QJVM-07  f034ed1b-36eb-4cb4-957b-3f2db50316c9
QJVM-08  4125a01d-c2fb-4027-a873-f624f8fd018f
QJVM-09  4125a01d-c2fb-4027-a873-f624f8fd018f
QJVM-10  92a56a93-7802-435e-9747-7024182bbbab
QJVM-11  1ee6770a-1149-4b76-bc94-afa6ca3fad3e
QJVM-12  99b0f1b3-78df-4b13-802e-bc4095c6744a
QJVM-13  9566e696-ae2e-49cc-9a0d-eda7ca01cba7
QJVM-14  a416ca99-fac1-4022-9386-4b90214d8f2d
QJVM-15  a416ca99-fac1-4022-9386-4b90214d8f2d
QJVM-16  aa817ff3-cd32-47f6-85d6-d93f44088ece
QJVM-17  259b9326-e047-484f-bc65-99e26317f43d
QJVM-18  daab8052-4d35-4c3c-9c6c-0b248b8cbd89
QJVM-M1  9566e696-ae2e-49cc-9a0d-eda7ca01cba7,99b0f1b3-78df-4b13-802e-bc4095c6744a,f034ed1b-36eb-4cb4-957b-3f2db50316c9,a416ca99-fac1-4022-9386-4b90214d8f2d
QJVM-M2  39b3f5aa-2fb0-4c59-b1eb-ba916705c404,103b1f28-cead-472d-96ba-fc9818ad532f,134935a3-a273-4686-b7a2-565f2c686797,1780323e-2079-48b4-a3fd-2cfb4a3c1e82
QJVM-M3  103b1f28-cead-472d-96ba-fc9818ad532f,dbd8c10d-5a69-425e-a791-d5887b5a4e45,8ea86c53-8911-4a45-b0d0-8e53ad04387d,134935a3-a273-4686-b7a2-565f2c686797
QJVM-M4  f034ed1b-36eb-4cb4-957b-3f2db50316c9,39b3f5aa-2fb0-4c59-b1eb-ba916705c404,8ea86c53-8911-4a45-b0d0-8e53ad04387d
QJVM-R1  daab8052-4d35-4c3c-9c6c-0b248b8cbd89
QJVM-R2  1ee6770a-1149-4b76-bc94-afa6ca3fad3e
QJVM-R3  1780323e-2079-48b4-a3fd-2cfb4a3c1e82

# ===== Redis (kb_id=4) =====
QRedis-01  4c29d49e-3502-42ec-b0ff-9023b28e166e
QRedis-02  ffbb829f-75b3-457c-bff9-b0fe0c260b8b
QRedis-03  59b1e8ee-5fad-4e21-bdd2-09877500fd87
QRedis-04  2f23c9ee-a8b2-4ccf-b20c-e8c7f4bc6929
QRedis-05  48685999-c57b-4c93-9fbc-cb045a636b47
QRedis-06  446fcd60-7945-4940-98ea-4469ce1fde50
QRedis-07  c1abae56-7e6d-4e8e-8b15-2bfdb9e5a929
QRedis-08  25048242-05c3-47ef-a27f-5c9008758040
QRedis-09  a609a6dd-23a1-4b98-9528-02385d2e39b9
QRedis-10  440627f8-7ad0-48a6-a952-974cb6bc3c88
QRedis-11  1590df2c-4a7a-4c74-9099-bf6213bb9c29
QRedis-12  6b89792b-4c8d-4705-86dd-6d691a9d4a79
QRedis-13  4ff5435e-1434-435f-a1c7-fae6c1e5a937
QRedis-14  67f83af0-b492-4b18-8273-1238e7e8e8b9
QRedis-15  da701e02-618b-4000-b7d8-98432c37fa92
QRedis-16  446fcd60-7945-4940-98ea-4469ce1fde50
QRedis-17  67f83af0-b492-4b18-8273-1238e7e8e8b9
QRedis-18  e0bc49e5-7229-4cd2-beee-5119695438f4
QRedis-M1  25048242-05c3-47ef-a27f-5c9008758040,1f3bfbc5-100b-44c3-9874-8c6442be3a69,a609a6dd-23a1-4b98-9528-02385d2e39b9
QRedis-M2  ffbb829f-75b3-457c-bff9-b0fe0c260b8b,59b1e8ee-5fad-4e21-bdd2-09877500fd87,2f23c9ee-a8b2-4ccf-b20c-e8c7f4bc6929,48685999-c57b-4c93-9fbc-cb045a636b47,446fcd60-7945-4940-98ea-4469ce1fde50
QRedis-M3  4ff5435e-1434-435f-a1c7-fae6c1e5a937,1590df2c-4a7a-4c74-9099-bf6213bb9c29,957b4375-fb8e-46bf-9ede-003de36c836c
QRedis-M4  c1abae56-7e6d-4e8e-8b15-2bfdb9e5a929,25048242-05c3-47ef-a27f-5c9008758040,a609a6dd-23a1-4b98-9528-02385d2e39b9
QRedis-M5  440627f8-7ad0-48a6-a952-974cb6bc3c88,e0bc49e5-7229-4cd2-beee-5119695438f4,4ff5435e-1434-435f-a1c7-fae6c1e5a937
QRedis-R1  a609a6dd-23a1-4b98-9528-02385d2e39b9
QRedis-R2  1590df2c-4a7a-4c74-9099-bf6213bb9c29
QRedis-R3  2f23c9ee-a8b2-4ccf-b20c-e8c7f4bc6929

# ===== RocketMQ (kb_id=5) =====
QMQ-01  c9c18c72-b654-4a6e-9cc2-c0fcddb5893f
QMQ-02  c9c18c72-b654-4a6e-9cc2-c0fcddb5893f,03681cc5-f152-4298-89ac-4c5855e30b4f
QMQ-03  03681cc5-f152-4298-89ac-4c5855e30b4f,aef0715f-c071-4b4a-ae82-a936d8d46297
QMQ-04  aef0715f-c071-4b4a-ae82-a936d8d46297,dbce720b-ee4d-4248-bd7e-95e2e821312b
QMQ-05  dbce720b-ee4d-4248-bd7e-95e2e821312b,6b966ca0-3b45-4d3e-b51e-7aa212f08e55,e7dbce5e-aa74-41eb-a87f-8685fd6c354f
QMQ-06  e7dbce5e-aa74-41eb-a87f-8685fd6c354f
QMQ-07  e7dbce5e-aa74-41eb-a87f-8685fd6c354f,faed3c53-0eb5-4192-be18-39ac0ae2da60
QMQ-08  faed3c53-0eb5-4192-be18-39ac0ae2da60,97b1d416-8f68-4425-92ac-7e94da2d0bea
QMQ-09  97b1d416-8f68-4425-92ac-7e94da2d0bea
QMQ-10  97b1d416-8f68-4425-92ac-7e94da2d0bea,c25b01cd-abb3-4bb3-8c37-54ed5a64e5bb
QMQ-11  c25b01cd-abb3-4bb3-8c37-54ed5a64e5bb
QMQ-12  aff17fba-8a77-4652-95e3-dd38bb7e2058,a4f477ee-99ef-4401-9625-dbfedac74efe,849c1e7a-7c0c-4348-be43-0b67488e2da9
QMQ-13  849c1e7a-7c0c-4348-be43-0b67488e2da9,bbf6f90c-bbc8-447d-9c16-0b44cb3c8477
QMQ-14  a9d4c62f-74fd-46a4-a8b8-db3c7e8ae2d6,aff17fba-8a77-4652-95e3-dd38bb7e2058
QMQ-15  aff17fba-8a77-4652-95e3-dd38bb7e2058
QMQ-16  c25b01cd-abb3-4bb3-8c37-54ed5a64e5bb,ed2c6fbf-b033-4d66-84c4-d355ba8c23d6
QMQ-17  bbf6f90c-bbc8-447d-9c16-0b44cb3c8477,e1bddbe3-0e4f-4cf8-8f0d-75399aa00132
QMQ-18  a4f477ee-99ef-4401-9625-dbfedac74efe
QMQ-M1  c9c18c72-b654-4a6e-9cc2-c0fcddb5893f,03681cc5-f152-4298-89ac-4c5855e30b4f,97b1d416-8f68-4425-92ac-7e94da2d0bea,c25b01cd-abb3-4bb3-8c37-54ed5a64e5bb,ed2c6fbf-b033-4d66-84c4-d355ba8c23d6,849c1e7a-7c0c-4348-be43-0b67488e2da9,bbf6f90c-bbc8-447d-9c16-0b44cb3c8477
QMQ-M2  e7dbce5e-aa74-41eb-a87f-8685fd6c354f,faed3c53-0eb5-4192-be18-39ac0ae2da60,97b1d416-8f68-4425-92ac-7e94da2d0bea
QMQ-M3  a9d4c62f-74fd-46a4-a8b8-db3c7e8ae2d6,aff17fba-8a77-4652-95e3-dd38bb7e2058
QMQ-M4  c9c18c72-b654-4a6e-9cc2-c0fcddb5893f,03681cc5-f152-4298-89ac-4c5855e30b4f
QMQ-R1  97b1d416-8f68-4425-92ac-7e94da2d0bea,c25b01cd-abb3-4bb3-8c37-54ed5a64e5bb,e7dbce5e-aa74-41eb-a87f-8685fd6c354f,faed3c53-0eb5-4192-be18-39ac0ae2da60
QMQ-R2  a4f477ee-99ef-4401-9625-dbfedac74efe
QMQ-R3  dbce720b-ee4d-4248-bd7e-95e2e821312b,6b966ca0-3b45-4d3e-b51e-7aa212f08e55,e7dbce5e-aa74-41eb-a87f-8685fd6c354f
